2017-02-06 01:31:16,233 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=c320b940-4ae5-485e-9461-365829c76fc6
2017-02-10 13:18:09,020 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=7d21768e-8ecb-4dc2-9143-42e501bb5c1f
2017-02-10 13:18:09,032 [1] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2017-02-10 13:18:09,037 [15] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=5, reason=ManagedDisconnect, detail=), serverId=7d21768e-8ecb-4dc2-9143-42e501bb5c1f
2017-02-10 13:18:09,076 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=7d21768e-8ecb-4dc2-9143-42e501bb5c1f
2017-02-10 13:18:09,084 [1] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
2017-02-10 13:20:04,711 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=8330ca8f-1c00-478d-9ab4-388a6df91c3f
2017-02-10 13:20:04,741 [1] INFO  Photon.Common.LoadBalancer.Common.PublicIPAddressReader - Public IP lookup - remote endpoint: 104.45.24.151 (InterNetwork), local endpoint: 0.0.0.0 (InterNetwork)
2017-02-10 13:20:05,036 [1] INFO  Photon.Common.LoadBalancer.Common.PublicIPAddressReader - Public IP address: 66.68.249.179, lookup at http://licensesp.exitgames.com/echoip
2017-02-10 13:20:05,559 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - HTTP Queue performance counters successfully initialized
2017-02-10 13:20:05,567 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Internal HTTP Queue performance counters successfully created
2017-02-10 13:20:05,579 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2017-02-10 13:20:05,596 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2017-02-10 13:20:05,603 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2017-02-10 13:20:05,608 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2017-02-10 13:20:05,614 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2017-02-10 13:20:05,621 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2017-02-10 13:20:05,627 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2017-02-10 13:20:05,633 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2017-02-10 13:20:05,639 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2017-02-10 13:20:05,644 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2017-02-10 13:20:05,651 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2017-02-10 13:20:05,657 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2017-02-10 13:20:05,662 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2017-02-10 13:20:05,669 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2017-02-10 13:20:05,675 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2017-02-10 13:20:05,690 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file D:\Baldo\Documents\GitHub\CMPE4371_Senior_GameNet\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config. Using default settings... (Could not find file 'D:\Baldo\Documents\GitHub\CMPE4371_Senior_GameNet\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config'.)
2017-02-10 13:20:05,705 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in D:\Baldo\Documents\GitHub\CMPE4371_Senior_GameNet\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\ServerState.txt
2017-02-10 13:20:05,713 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2017-02-10 13:20:05,720 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2017-02-10 13:20:05,761 [1] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=8330ca8f-1c00-478d-9ab4-388a6df91c3f
2017-02-10 13:20:05,791 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=D:\Baldo\Documents\GitHub\CMPE4371_Senior_GameNet\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2017-02-10 13:20:05,803 [1] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2017-02-10 13:20:06,804 [10] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2017-02-10 13:20:06,809 [10] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2017-02-10 13:20:06,820 [10] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 66.68.249.179, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID 8330ca8f-1c00-478d-9ab4-388a6df91c3f, Hostname localhost, IPv6Address 
2017-02-10 13:20:06,907 [12] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=8330ca8f-1c00-478d-9ab4-388a6df91c3f
2017-02-10 13:26:37,673 [10] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=66c3b6de-db0d-48db-ad9f-872d9f66a150
2017-02-10 13:26:38,396 [10] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - HTTP Queue performance counters successfully initialized
2017-02-10 13:26:38,402 [10] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Internal HTTP Queue performance counters successfully created
2017-02-10 13:26:38,416 [10] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2017-02-10 13:26:38,432 [10] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2017-02-10 13:26:38,437 [10] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2017-02-10 13:26:38,444 [10] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2017-02-10 13:26:38,450 [10] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2017-02-10 13:26:38,456 [10] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2017-02-10 13:26:38,465 [10] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2017-02-10 13:26:38,472 [10] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2017-02-10 13:26:38,482 [10] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2017-02-10 13:26:38,489 [10] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2017-02-10 13:26:38,490 [10] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2017-02-10 13:26:38,498 [10] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2017-02-10 13:26:38,511 [10] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2017-02-10 13:26:38,518 [10] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2017-02-10 13:26:38,524 [10] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2017-02-10 13:26:38,541 [10] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file D:\Baldo\Documents\GitHub\CMPE4371_Senior_GameNet\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config. Using default settings... (Could not find file 'D:\Baldo\Documents\GitHub\CMPE4371_Senior_GameNet\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config'.)
2017-02-10 13:26:38,556 [10] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in D:\Baldo\Documents\GitHub\CMPE4371_Senior_GameNet\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\ServerState.txt
2017-02-10 13:26:38,566 [10] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2017-02-10 13:26:38,572 [10] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2017-02-10 13:26:38,614 [10] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=66c3b6de-db0d-48db-ad9f-872d9f66a150
2017-02-10 13:26:38,645 [10] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=D:\Baldo\Documents\GitHub\CMPE4371_Senior_GameNet\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2017-02-10 13:26:38,656 [10] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2017-02-10 13:26:38,670 [10] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=8330ca8f-1c00-478d-9ab4-388a6df91c3f
2017-02-10 13:26:38,680 [10] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2017-02-10 13:26:38,685 [19] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=2, reason=ManagedDisconnect, detail=), serverId=8330ca8f-1c00-478d-9ab4-388a6df91c3f
2017-02-10 13:26:38,699 [10] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=8330ca8f-1c00-478d-9ab4-388a6df91c3f
2017-02-10 13:26:38,709 [10] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
2017-02-10 13:26:38,730 [18] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2017-02-10 13:26:38,741 [18] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2017-02-10 13:26:38,751 [18] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 192.168.0.13, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID 66c3b6de-db0d-48db-ad9f-872d9f66a150, Hostname localhost, IPv6Address 
2017-02-10 13:26:38,785 [19] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=66c3b6de-db0d-48db-ad9f-872d9f66a150
2017-02-12 19:41:43,756 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=dcfbf6c1-aa12-4edc-ab16-7fdf346e4ce7
2017-02-12 19:41:44,485 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - HTTP Queue performance counters successfully initialized
2017-02-12 19:41:44,491 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Internal HTTP Queue performance counters successfully created
2017-02-12 19:41:44,502 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2017-02-12 19:41:44,518 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2017-02-12 19:41:44,523 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2017-02-12 19:41:44,529 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2017-02-12 19:41:44,534 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2017-02-12 19:41:44,541 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2017-02-12 19:41:44,549 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2017-02-12 19:41:44,556 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2017-02-12 19:41:44,562 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2017-02-12 19:41:44,567 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2017-02-12 19:41:44,574 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2017-02-12 19:41:44,580 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2017-02-12 19:41:44,588 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2017-02-12 19:41:44,602 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2017-02-12 19:41:44,631 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2017-02-12 19:41:44,649 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file D:\Baldo\Documents\GitHub\CMPE4371_Senior_GameNet\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config. Using default settings... (Could not find file 'D:\Baldo\Documents\GitHub\CMPE4371_Senior_GameNet\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config'.)
2017-02-12 19:41:44,678 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in D:\Baldo\Documents\GitHub\CMPE4371_Senior_GameNet\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\ServerState.txt
2017-02-12 19:41:44,686 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2017-02-12 19:41:44,704 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2017-02-12 19:41:44,853 [1] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=dcfbf6c1-aa12-4edc-ab16-7fdf346e4ce7
2017-02-12 19:41:44,889 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=D:\Baldo\Documents\GitHub\CMPE4371_Senior_GameNet\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2017-02-12 19:41:44,905 [1] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2017-02-12 19:41:46,479 [11] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2017-02-12 19:41:46,485 [11] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2017-02-12 19:41:46,496 [11] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 192.168.0.13, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID dcfbf6c1-aa12-4edc-ab16-7fdf346e4ce7, Hostname localhost, IPv6Address 
2017-02-12 19:41:46,591 [13] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=dcfbf6c1-aa12-4edc-ab16-7fdf346e4ce7
2017-02-12 19:41:46,801 [12] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Lowest to Low with input 41
2017-02-12 19:41:46,808 [12] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Lowest, new=Low
2017-02-12 19:42:10,926 [10] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Low to Lowest with input 20
2017-02-12 19:42:10,959 [10] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Low, new=Lowest
2017-02-12 21:29:12,248 [9] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Lowest to Low with input 35
2017-02-12 21:29:12,390 [9] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Lowest, new=Low
2017-02-12 21:29:42,390 [26] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Low to Normal with input 50
2017-02-12 21:29:42,398 [26] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Low, new=Normal
2017-02-12 21:32:01,300 [27] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Normal to Low with input 35
2017-02-12 21:32:01,308 [27] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Normal, new=Low
2017-02-12 21:36:47,927 [23] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Low to Lowest with input 20
2017-02-12 21:36:47,938 [23] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Low, new=Lowest
2017-02-12 22:05:42,528 [15] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Lowest to Low with input 35
2017-02-12 22:05:42,659 [15] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Lowest, new=Low
2017-02-12 22:11:56,036 [15] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Low to Normal with input 50
2017-02-12 22:11:56,191 [15] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Low, new=Normal
2017-02-12 22:18:20,285 [26] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Normal to Low with input 35
2017-02-12 22:18:20,431 [26] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Normal, new=Low
2017-02-12 22:25:55,926 [9] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Low to Normal with input 50
2017-02-12 22:25:55,939 [9] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Low, new=Normal
2017-02-12 22:26:42,520 [17] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Normal to High with input 70
2017-02-12 22:26:42,699 [17] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Normal, new=High
2017-02-12 22:39:30,457 [25] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from High to Normal with input 50
2017-02-12 22:39:30,599 [25] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=High, new=Normal
2017-02-12 23:50:26,269 [21] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Normal to Low with input 35
2017-02-12 23:50:26,413 [21] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Normal, new=Low
2017-02-13 00:49:10,693 [11] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Low to Lowest with input 20
2017-02-13 00:49:10,706 [11] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Low, new=Lowest
2017-02-13 01:40:33,505 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=dcfbf6c1-aa12-4edc-ab16-7fdf346e4ce7
2017-02-13 01:40:33,517 [1] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2017-02-13 01:40:33,525 [26] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=2, reason=ManagedDisconnect, detail=), serverId=dcfbf6c1-aa12-4edc-ab16-7fdf346e4ce7
2017-02-13 01:40:33,561 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=dcfbf6c1-aa12-4edc-ab16-7fdf346e4ce7
2017-02-13 01:40:33,570 [1] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
2017-02-13 01:40:41,704 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=107e8b9b-ef06-41cb-b07f-81da49c7e658
2017-02-13 01:40:42,200 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - HTTP Queue performance counters successfully initialized
2017-02-13 01:40:42,206 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Internal HTTP Queue performance counters successfully created
2017-02-13 01:40:42,217 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2017-02-13 01:40:42,232 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2017-02-13 01:40:42,237 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2017-02-13 01:40:42,243 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2017-02-13 01:40:42,249 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2017-02-13 01:40:42,255 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2017-02-13 01:40:42,261 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2017-02-13 01:40:42,266 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2017-02-13 01:40:42,273 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2017-02-13 01:40:42,278 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2017-02-13 01:40:42,284 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2017-02-13 01:40:42,289 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2017-02-13 01:40:42,296 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2017-02-13 01:40:42,302 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2017-02-13 01:40:42,308 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2017-02-13 01:40:42,323 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file D:\Baldo\Documents\GitHub\CMPE4371_Senior_GameNet\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config. Using default settings... (Could not find file 'D:\Baldo\Documents\GitHub\CMPE4371_Senior_GameNet\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config'.)
2017-02-13 01:40:42,337 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in D:\Baldo\Documents\GitHub\CMPE4371_Senior_GameNet\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\ServerState.txt
2017-02-13 01:40:42,344 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2017-02-13 01:40:42,350 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2017-02-13 01:40:42,427 [1] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=107e8b9b-ef06-41cb-b07f-81da49c7e658
2017-02-13 01:40:42,456 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=D:\Baldo\Documents\GitHub\CMPE4371_Senior_GameNet\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2017-02-13 01:40:42,466 [1] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2017-02-13 01:40:43,729 [10] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2017-02-13 01:40:43,736 [10] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2017-02-13 01:40:43,745 [10] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 192.168.0.13, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID 107e8b9b-ef06-41cb-b07f-81da49c7e658, Hostname localhost, IPv6Address 
2017-02-13 01:40:43,845 [12] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=107e8b9b-ef06-41cb-b07f-81da49c7e658
2017-02-13 02:13:02,456 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=107e8b9b-ef06-41cb-b07f-81da49c7e658
2017-02-13 02:13:02,468 [1] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2017-02-13 02:13:02,473 [19] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=2, reason=ManagedDisconnect, detail=), serverId=107e8b9b-ef06-41cb-b07f-81da49c7e658
2017-02-13 02:13:02,507 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=107e8b9b-ef06-41cb-b07f-81da49c7e658
2017-02-13 02:13:02,516 [1] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
2017-02-13 02:13:11,072 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=cc3ccb2c-67a5-4288-b162-94d90d7e19ed
2017-02-13 02:13:11,584 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - HTTP Queue performance counters successfully initialized
